feature;shap_value;Hugo_Symbol;title;status;description;description_clean;topic
KRAS_SNP;0.088403285795772;KRAS;"KRAS PROTOONCOGENE, GTPase; KRAS";live;"The KRAS gene encodes the human cellular homolog of a transforming gene isolated from the Kirsten rat sarcoma virus. The RAS proteins are GDP/GTP-binding proteins that act as intracellular signal transducers. The most well-studied members of the RAS (derived from 'RAt Sarcoma' virus) gene family include KRAS, HRAS (<a href=""http://omim.org/entry/190020"">190020</a>), and NRAS (<a href=""http://omim.org/entry/164790"">164790</a>). These genes encode immunologically related proteins with a molecular mass of 21 kD and are homologs of rodent sarcoma virus genes that have transforming abilities. While these wildtype cellular proteins in humans play a vital role in normal tissue signaling, including proliferation, differentiation, and senescence, mutated genes are potent oncogenes that play a role in many human cancers (Weinberg, 1982; Kranenburg, 2005).";kras gene encodes human cellular homolog transforming gene isolated kirsten rat sarcoma virus ras proteins gdp gtp binding proteins act intracellular signal transducers well studied members ras derived rat sarcoma virus gene family include kras hras entry nras entry genes encode immunologically related proteins molecular mass kd homologs rodent sarcoma virus genes transforming abilities wildtype cellular proteins humans play vital role normal tissue signaling including proliferation differentiation senescence mutated genes potent oncogenes play role many human cancers weinberg kranenburg;7
TERT_SNP;0.0839492030521465;TERT;"TELOMERASE REVERSE TRANSCRIPTASE; TERT";live;Human telomeres consist of many kilobases of (TTAGGG)n together with various associated proteins. Small amounts of these terminal sequences are lost from the tips of the chromosomes each S phase because of incomplete DNA replication, but de novo addition of TTAGGG repeats by the enzyme telomerase compensates for this loss. Many human cells progressively lose terminal sequence with cell division, a loss that correlates with the apparent absence of telomerase in these cells (Kipling, 1995).;human telomeres consist many kilobases ttaggg n together various associated proteins small amounts terminal sequences lost tips chromosomes phase incomplete dna replication de novo addition ttaggg repeats enzyme telomerase compensates loss many human cells progressively lose terminal sequence cell division loss correlates apparent absence telomerase cells kipling;2
TP53_SNP;0.0824151531770889;TP53;"TUMOR PROTEIN p53; TP53";live;"The transcription factor p53 responds to diverse cellular stresses to regulate target genes that induce cell cycle arrest, apoptosis, senescence, DNA repair, or changes in metabolism. In addition, p53 appears to induce apoptosis through nontranscriptional cytoplasmic processes. In unstressed cells, p53 is kept inactive essentially through the actions of the ubiquitin ligase MDM2 (<a href=""http://omim.org/entry/164785"">164785</a>), which inhibits p53 transcriptional activity and ubiquitinates p53 to promote its degradation. Numerous posttranslational modifications modulate p53 activity, most notably phosphorylation and acetylation. Several less abundant p53 isoforms also modulate p53 activity. Activity of p53 is ubiquitously lost in human cancer either by mutation of the p53 gene itself or by loss of cell signaling upstream or downstream of p53 (Toledo and Wahl, 2006; Bourdon, 2007; Vousden and Lane, 2007).";transcription factor p responds diverse cellular stresses regulate target genes induce cell cycle arrest apoptosis senescence dna repair changes metabolism addition p appears induce apoptosis nontranscriptional cytoplasmic processes unstressed cells p kept inactive essentially actions ubiquitin ligase mdm entry inhibits p transcriptional activity ubiquitinates p promote degradation numerous posttranslational modifications modulate p activity notably phosphorylation acetylation several less abundant p isoforms also modulate p activity activity p ubiquitously lost human cancer either mutation p gene loss cell signaling upstream downstream p toledo wahl bourdon vousden lane;-1
KMT2D_SNP;0.0428753500039525;KMT2D;"LYSINE-SPECIFIC METHYLTRANSFERASE 2D; KMT2D";live;"The SET domain is a motif characteristic of proteins such as human ALL1 (<a href=""http://omim.org/entry/159555"">159555</a>) and Drosophila 'trithorax' (trx) and is found at the C terminus of the 2 proteins. Using the ALL1 SET domain as a probe, Prasad et al. (1997) cloned a novel gene, KMT2D, which they designated ALR (ALL1-related gene). The gene encodes a 5,262-amino acid protein containing a SET domain, 5 PHD fingers, potential zinc fingers, and a long run of glutamines interrupted by hydrophobic residues (mostly leucine). They also detected an alternatively spliced form encoding 4,957 amino acids and lacking an N-terminal zinc finger and PHD finger. Analysis of ALR expression showed that its approximately 18-kb transcript is expressed, like ALL1, in most adult tissues, including a variety of hematopoietic cells, but not in liver. Whole-mount in situ hybridization of early mouse embryos indicated expression of a similar mouse gene in multiple tissues. Based on similarities in structure and expression pattern, Prasad et al. (1997) concluded that ALR is likely to play a role similar to those of ALL1 and trx.";set domain motif characteristic proteins human entry drosophila trithorax trx found c terminus proteins using set domain probe prasad cloned novel gene kmt designated alr related gene gene encodes amino acid protein containing set domain phd fingers potential zinc fingers long run glutamines interrupted hydrophobic residues mostly leucine also detected alternatively spliced form encoding amino acids lacking n terminal zinc finger phd finger analysis alr expression showed approximately kb transcript expressed like adult tissues including variety hematopoietic cells liver whole mount situ hybridization early mouse embryos indicated expression similar mouse gene multiple tissues based similarities structure expression pattern prasad concluded alr likely play role similar trx;-1
PIK3CA_SNP;0.0337159591524206;PIK3CA;"PHOSPHATIDYLINOSITOL 3-KINASE, CATALYTIC, ALPHA; PIK3CA";live;"Bovine phosphatidylinositol 3-kinase ({EC 2.7.1.137}) is composed of 85-kD (<a href=""http://omim.org/entry/171833"">171833</a>) and 110-kD subunits. The 85-kD subunit lacks PI3-kinase activity and acts as an adaptor, coupling the 110-kD subunit (p110) to activated protein tyrosine kinases. Hiles et al. (1992) found that the bovine cDNA for p110 predicts a 1,068-amino acid protein related to a protein which in S. cerevisiae is involved in the sorting of proteins to the vacuole.

Volinia et al. (1994) cloned the cDNA for the human p110 subunit (PIK3CA) and found that it encodes a protein 99% identical to the bovine p110 enzyme.

See also PIK3CG (<a href=""http://omim.org/entry/601232"">601232</a>) and PIK3CD (<a href=""http://omim.org/entry/602839"">602839</a>), the genes encoding the p110-gamma and p110-delta polypeptides, respectively.";bovine phosphatidylinositol kinase ec composed kd entry kd subunits kd subunit lacks pi kinase activity acts adaptor coupling kd subunit p activated protein tyrosine kinases hiles found bovine cdna p predicts amino acid protein related protein cerevisiae involved sorting proteins vacuole volinia cloned cdna human p subunit pik ca found encodes protein identical bovine p enzyme see also pik cg entry pik cd entry genes encoding p gamma p delta polypeptides respectively;1
NF1_DEL;0.0325878911419627;NF1;"NEUROFIBROMIN 1; NF1";live;"The NF1 gene encodes neurofibromin, a cytoplasmic protein that is predominantly expressed in neurons, Schwann cells, oligodendrocytes, and leukocytes. It is a multidomain molecule with the capacity to regulate several intracellular processes, including the RAS (see <a href=""http://omim.org/entry/190020"">190020</a>)-cyclic AMP pathway, the ERK (<a href=""http://omim.org/entry/600997"">600997</a>)/MAP (see <a href=""http://omim.org/entry/600178"">600178</a>) kinase cascade, adenylyl cyclase, and cytoskeletal assembly (summary by Trovo-Marqui and Tajara, 2006).";nf gene encodes neurofibromin cytoplasmic protein predominantly expressed neurons schwann cells oligodendrocytes leukocytes multidomain molecule capacity regulate several intracellular processes including ras see entry cyclic amp pathway erk entry map see entry kinase cascade adenylyl cyclase cytoskeletal assembly summary trovo marqui tajara;6
EIF1AX_DEL;0.0292522605759859;EIF1AX;"EUKARYOTIC TRANSLATION INITIATION FACTOR 1A, X-LINKED; EIF1AX";live;The small eukaryotic initiation factor eIF4C is implicated in the translation initiation pathway, where it enhances ribosome dissociation into subunits and stabilizes the binding of the initiator Met-tRNA to 40S ribosomal subunits (summary by Dever et al., 1994).;small eukaryotic initiation factor eif c implicated translation initiation pathway enhances ribosome dissociation subunits stabilizes binding initiator met trna ribosomal subunits summary dever;3
ATRX_SNP;0.0273592588076616;ATRX;"ATRX CHROMATIN REMODELER; ATRX";live;"Stayton et al. (1994) described the cloning and characterization of a gene, provisionally called X-linked helicase-2 (XH2), located on chromosome Xq13. The gene undergoes X inactivation, contains a 4-kb open reading frame, and encodes a putative NTP-binding nuclear protein homologous to several members of the helicase II superfamily. In situ hybridization studies in the mouse revealed precocious, widespread expression of the murine homolog of XH2 at early stages of embryogenesis, and more restricted expression during late developmental stages and at birth. XH2 shares 6 conserved, collinear domains with other members of the family of proven and putative helicases. In particular, the XH2 protein shows homology with RAD54. Type II helicases have been implicated in nucleotide excision repair and initiation of transcription.

Picketts et al. (1996) established the full-length sequence of the ATRX cDNA and predicted the structure of the ATRX protein. Their comparative analysis showed that ATRX is a member of the SNF2-like subgroup of a superfamily of proteins with similar ATPase and helicase domains (see <a href=""http://omim.org/entry/300012"">300012</a>). The N-terminal region contains a nuclear localization signal and antibody studies indicated a nuclear localization of the protein. The C-terminal region is glutamine rich, a common attribute of other transcription factors. In addition, a 15-amino acid segment (the P element) in the C-terminal region shows 35 to 50% similarity to SNF2-like proteins which are involved in gene expression.

Villard et al. (1997) determined that the ATRX gene encodes a predicted protein of 2,492 amino acids. Three zinc finger motifs were found within the 5-prime end of the gene. Expression analysis in different tissues identified an alternative splicing event that involves exon 6. One of these alternatively spliced transcripts is expressed predominantly in embryonic tissues.

Gibbons et al. (1997) used the N-terminal sequence of ATRX, as identified by Picketts et al. (1996), to identify a cysteine-rich motif, similar to a putative zinc finger domain (cys4-his-cys3), called the PHD finger. PHD motifs span 50 to 80 amino acids and had been identified in more than 40 proteins, many of which are implicated in chromatin-mediated transcriptional control.

Picketts et al. (1998) showed that the mouse Atrx gene shows structural features similar to those of the human gene. Two highly conserved and functionally important regions were identified: a potential finger domain at the N terminus and a catalytic domain at the C terminus.

Gibbons and Higgs (2000) stated that the XH2 gene encodes at least 2 alternatively spliced mRNA transcripts that differ at the 5-prime ends and give rise to slightly different proteins of 265 and 280 kD, respectively.";stayton described cloning characterization gene provisionally called x linked helicase xh located chromosome xq gene undergoes x inactivation contains kb open reading frame encodes putative ntp binding nuclear protein homologous several members helicase ii superfamily situ hybridization studies mouse revealed precocious widespread expression murine homolog xh early stages embryogenesis restricted expression late developmental stages birth xh shares conserved collinear domains members family proven putative helicases particular xh protein shows homology rad type ii helicases implicated nucleotide excision repair initiation transcription picketts established full length sequence atrx cdna predicted structure atrx protein comparative analysis showed atrx member snf like subgroup superfamily proteins similar atpase helicase domains see entry n terminal region contains nuclear localization signal antibody studies indicated nuclear localization protein c terminal region glutamine rich common attribute transcription factors addition amino acid segment p element c terminal region shows similarity snf like proteins involved gene expression villard determined atrx gene encodes predicted protein amino acids three zinc finger motifs found within prime end gene expression analysis different tissues identified alternative splicing event involves exon one alternatively spliced transcripts expressed predominantly embryonic tissues gibbons used n terminal sequence atrx identified picketts identify cysteine rich motif similar putative zinc finger domain cys cys called phd finger phd motifs span amino acids identified proteins many implicated chromatin mediated transcriptional control picketts showed mouse atrx gene shows structural features similar human gene two highly conserved functionally important regions identified potential finger domain n terminus catalytic domain c terminus gibbons higgs stated xh gene encodes least alternatively spliced mrna transcripts differ prime ends give rise slightly different proteins kd respectively;0
ROS1_SNP;0.0270819210444843;ROS1;"ROS PROTOONCOGENE 1, RECEPTOR TYROSINE KINASE; ROS1";live;ROS1, the human homolog of the transforming gene v-ros of the avian sarcoma virus UR2, encodes a protein tyrosine kinase receptor.;ros human homolog transforming gene v ros avian sarcoma virus ur encodes protein tyrosine kinase receptor;7
PTPRD_SNP;0.022714295021075;PTPRD;"PROTEIN-TYROSINE PHOSPHATASE, RECEPTOR-TYPE, DELTA; PTPRD";live;"For background information on protein-tyrosine phosphatases (PTPases), see <a href=""http://omim.org/entry/176884"">176884</a>.";background information protein tyrosine phosphatases ptpases see entry;1
